,player,passed_at_net,net_pts,passing_shot
0,Andrei Medvedev,28,172,16.27906976744186
1,Todd Martin,23,165,13.939393939393941
2,Richard Krajicek,27,205,13.170731707317074
3,Jim Courier,36,299,12.040133779264215
4,Boris Becker,58,489,11.860940695296524
5,Stefan Edberg,182,1841,9.885931558935361
6,Goran Ivanisevic,38,397,9.571788413098236
7,Michael Stich,91,1052,8.650190114068442
8,Pete Sampras,102,1257,8.1145584725537
9,Cedric Pioline,17,253,6.719367588932807
