Winner,Hard
Svitolina E.,33
Wang Q.,32
Pliskova Ka.,32
Sabalenka A.,32
Osaka N.,29
Goerges J.,28
Halep S.,28
Kerber A.,28
Bertens K.,26
Sevastova A.,26
Muguruza G.,26
Wozniacki C.,26
Mertens E.,26
Barty A.,25
Garcia C.,24
Kvitova P.,24
Kasatkina D.,23
Stephens S.,23
Hsieh S.W.,21
Suarez Navarro C.,21
Zhang S.,20
Kontaveit A.,19
Vekic D.,18
Cibulkova D.,18
Martic P.,18
Babos T.,17
Siniakova K.,17
Konta J.,17
Sasnovich A.,17
Puig M.,16
Keys M.,16
Gavrilova D.,15
Giorgi C.,15
Tsurenko L.,15
Strycova B.,15
Azarenka V.,14
Collins D.,14
Tomljanovic A.,14
Sakkari M.,14
Linette M.,13
Petkovic A.,13
Ostapenko J.,13
Buzarnescu M.,13
Kenin S.,13
Pavlyuchenkova A.,12
Makarova E.,12
Cornet A.,12
Putintseva Y.,12
Zheng S.,12
Williams V.,12
Gasparyan M.,11
Anisimova A.,11
Mladenovic K.,11
Van Uytvanck A.,10
Kozlova K.,10
Radwanska A.,10
Bogdan A.,10
Sharapova M.,10
Williams S.,9
Niculescu M.,9
Yastremska D.,9
Lapko V.,9
Begu I.,9
Vondrousova M.,9
Flipkens K.,9
Krunic A.,9
Kanepi K.,9
Diyas Z.,9
Bencic B.,9
Barthel M.,8
Rybarikova M.,8
Alexandrova E.,8
Vickery S.,8
Riske A.,8
Kuznetsova S.,7
Bouchard E.,7
Parmentier P.,7
Pera B.,7
Bellis C.,7
Watson H.,7
Cirstea S.,7
Larsson J.,7
Jabeur O.,6
Kuzmova V.,6
Wang Yaf.,6
Lepchenko V.,5
Lisicki S.,5
Mchale C.,5
Kumkhum L.,5
Potapova A.,5
Schmiedlova A.,5
Vesnina E.,5
Zvonareva V.,5
Hibino N.,5
Jakupovic D.,5
Bonaventure Y.,4
Witthoeft C.,4
Maria T.,4
Pegula J.,4
Hercog P.,4
Peterson R.,4
Duan Y.Y.,4
Blinkova A.,4
Haddad Maia B.,4
Zhu L.,4
Pliskova Kr.,4
Safarova L.,4
Ferro F.,4
Stosur S.,3
Minella M.,3
Boulter K.,3
Liu F.,3
Rodina E.,3
Bacsinszky T.,3
Wang Y.,3
Allertova D.,3
Arruabarrena L.,3
Stollar F.,3
Brady J.,3
Teichmann J.,2
Fett J.,2
Dolehide C.,2
Davis L.,2
Cepelova J.,2
Townsend T.,2
Golubic V.,2
Muchova K.,2
Abanda F.,2
Rybakina E.,2
Lucic-Baroni M.,2
Kostyuk M.,2
Bondarenko K.,2
Liang E.S.,2
Liu C.,2
Xun F.Y.,2
Zhuk S.,2
Voegele S.,2
Zidansek T.,2
Marino R.,2
Kiick A.,2
Vikhlyantseva N.,2
Kucova K.,2
Doi M.,1
Sanchez A.S.,1
Dodin O.,1
Di Lorenzo F.,1
Sharipova S.,1
Siegemund L.,1
Zhang Yux.,1
Bouzkova M.,1
Sorribes Tormo S.,1
Wickmayer Y.,1
Brengle M.,1
Danilovic O.,1
Chang K.C.,1
Thandi K.,1
Tomova V.,1
Cepede Royg V.,1
Broady N.,1
Vinci R.,1
Vandeweghe C.,1
Wang Xiy.,1
King V.,1
Govortsova O.,1
Hozumi E.,1
Garcia Perez G.,1
Gibbs N.,1
Glushko J.,1
Martincova T.,1
Han X.,1
Lu Jing-Jing,1
Hon P.,1
Jorovic I.,1
Fourlis J.,1
Kudermetova V.,1
Kalinina A.,1
Krejcikova B.,1
Kratzer A.,1
Kerkhove L.,1
Kovinic D.,1
Khazaniuk D.,1
Friedsam A.L.,1
Rogowska O.,1
Errani S.,1
Plipuech P.,1
Rus A.,1
Perez E.,1
Konjuh A.,1
Fernandez L.,1
Diatchenko V.,0
Bara I.,0
Badosa Gibert P.,0
Seguel D.,0
Schoofs B.,0
Schnyder P.,0
Collins D.R.,0
Duque-Marino M.,0
Jani R.L.,0
Zarazua R.,0
Zavatska K.,0
Arango E.,0
Rodionova Ar.,0
Kostova E.,0
Korpatsch T.,0
Zanevska M.,0
Ahn K.,0
Ivakhnenko V.,0
Swan K.,0
Peng S.,0
Teichmann J.B.,0
Frech M.,0
Paolini J.,0
Perrin C.,0
Flink V.,0
Dart H.,0
Ruse E.G.,0
Grammatikopoulou V.,0
Mattek-Sands B.,0
Podoroska N.,0
Herazo Gonzalez M.,0
Von Deichmann K.,0
Lottner A.,0
Falconi I.,0
Dulgheru A.,0
