Winner,Hard
Swiatek I.,7
Jabeur O.,6
Sabalenka A.,5
Garcia C.,5
Gauff C.,4
Pegula J.,4
Tomljanovic A.,4
Pliskova Ka.,4
Kvitova P.,3
Niemeier J.,3
Riske A.,3
Kudermetova V.,3
Collins D.,3
Samsonova L.,3
Zhang S.,3
Azarenka V.,3
Krunic A.,2
Wang Xiy.,2
Williams S.,2
Yuan Y.,2
Muguruza G.,2
Martic P.,2
Marino R.,2
Andreescu B.,2
Rogers S.,2
Zheng Q.,2
Burel C.,2
Keys M.,2
Davis L.,2
Bencic B.,2
Cornet A.,2
Galfi D.,2
Stephens S.,1
Cirstea S.,1
Sasnovich A.,1
Schmiedlova A.,1
Siniakova K.,1
Snigur D.,1
Kontaveit A.,1
Bucsa C.,1
Van Uytvanck A.,1
Bouzkova M.,1
Begu I.,1
Zanevska M.,1
Badosa P.,1
Sakkari M.,1
Dart H.,1
Ruse E.G.,1
Haddad Maia B.,1
Krejcikova B.,1
Kanepi K.,1
Kuzmova V.,1
Kalinskaya A.,1
Mandlik E.,1
Kalinina A.,1
Giorgi C.,1
Kostyuk M.,1
Osorio M.,1
Fruhvirtova L.,1
Fernandez L.A.,1
Potapova A.,1
Putintseva Y.,1
Rodina E.,1
Alexandrova E.,1
