,player,pts_won,net_pts,net_efficiency
0,Agnieszka Radwanska,34,44,77.27272727272727
1,Petra Kvitova,28,41,68.29268292682927
2,Serena Williams,33,49,67.3469387755102
3,Venus Williams,69,104,66.34615384615384
4,Bianca Andreescu,59,89,66.29213483146067
5,Coco Gauff,31,51,60.78431372549019
6,Marta Kostyuk,32,53,60.37735849056604
7,Eugenie Bouchard,31,53,58.490566037735846
8,Elina Svitolina,38,70,54.285714285714285
9,Ana Ivanovic,23,44,52.27272727272727
