,player,pts_won,net_pts,net_efficiency
0,Serena Williams,194,283,68.55123674911661
1,Venus Williams,104,155,67.0967741935484
2,Bianca Andreescu,167,249,67.06827309236948
3,Karolina Muchova,175,264,66.28787878787878
4,Gabriela Sabatini,89,139,64.02877697841727
5,Victoria Azarenka,66,106,62.264150943396224
6,Steffi Graf,86,141,60.99290780141844
7,Taylor Townsend,159,262,60.68702290076335
8,Martina Navratilova,424,721,58.80721220527045
9,Hana Mandlikova,110,203,54.187192118226605
