,player,pts_won,net_pts,net_efficiency
0,Bianca Andreescu,31,44,70.45454545454545
1,Kiki Bertens,50,73,68.4931506849315
2,Bibiane Schoofs,17,26,65.38461538461539
3,Arantxa Rus,15,23,65.21739130434783
4,Alison Riske Amritraj,44,69,63.76811594202898
5,Liudmila Samsonova,39,62,62.903225806451616
6,Dalma Galfi,13,21,61.904761904761905
7,Aleksandra Krunic,12,21,57.14285714285714
8,Karolina Muchova,12,22,54.54545454545454
9,Storm Hunter,7,14,50.0
