,player,pts_won,net_pts,net_efficiency
0,Victoria Azarenka,82,107,76.63551401869158
1,Garbine Muguruza,85,117,72.64957264957265
2,Serena Williams,129,180,71.66666666666667
3,Caroline Wozniacki,93,136,68.38235294117648
4,Martina Hingis,94,148,63.51351351351351
5,Ashleigh Barty,61,98,62.244897959183675
6,Chris Evert,83,134,61.940298507462686
7,Martina Navratilova,381,645,59.06976744186046
8,Karolina Muchova,106,181,58.5635359116022
9,Helena Sukova,192,341,56.30498533724341
