,player,pts_won,net_pts,net_efficiency
0,Roger Federer,80,104,76.92307692307693
1,Nikoloz Basilashvili,22,29,75.86206896551724
2,Felix Auger Aliassime,41,57,71.9298245614035
3,Mackenzie Mcdonald,28,39,71.7948717948718
4,Leonardo Mayer,35,49,71.42857142857143
5,Hubert Hurkacz,37,52,71.15384615384616
6,Robin Haase,20,30,66.66666666666666
7,Nick Kyrgios,24,38,63.1578947368421
8,Frances Tiafoe,26,43,60.46511627906976
9,John Isner,33,58,56.896551724137936
