,player,pts_won,net_pts,net_efficiency
0,Emma Raducanu,14,17,82.35294117647058
1,Leylah Fernandez,49,62,79.03225806451613
2,Garbine Muguruza,30,38,78.94736842105263
3,Karolina Pliskova,15,20,75.0
4,Sara Sorribes Tormo,23,31,74.19354838709677
5,Maria Sakkari,41,56,73.21428571428571
6,Viktorija Golubic,15,22,68.18181818181817
7,Elina Svitolina,26,39,66.66666666666666
8,Bianca Andreescu,58,88,65.9090909090909
9,Karolina Muchova,29,49,59.183673469387756
