Winner,Hard
Andreescu B.,7
Kerber A.,5
Williams V.,4
Bencic B.,4
Vondrousova M.,4
Svitolina E.,4
Pliskova Ka.,3
Barthel M.,3
Muguruza G.,3
Alexandrova E.,2
Sabalenka A.,2
Kozlova K.,2
Kontaveit A.,2
Konta J.,2
Halep S.,2
Vikhlyantseva N.,2
Gavrilova D.,2
Osaka N.,2
Voegele S.,2
Wang Q.,2
Brady J.,2
Bonaventure Y.,2
Bertens K.,2
Barty A.,2
Mchale C.,2
Sevastova A.,1
Putintseva Y.,1
Tsurenko L.,1
Strycova B.,1
Tomljanovic A.,1
Van Uytvanck A.,1
Williams S.,1
Puig M.,1
Maria T.,1
Pera B.,1
Flipkens K.,1
Anisimova A.,1
Azarenka V.,1
Brengle M.,1
Collins D.,1
Davis L.,1
Doi M.,1
Goerges J.,1
Pegula J.,1
Kanepi K.,1
Kenin S.,1
Linette M.,1
Mertens E.,1
Mladenovic K.,1
Ostapenko J.,1
Zhang S.,1
