Winner,Grass
Halep S.,7
Williams S.,6
Svitolina E.,5
Strycova B.,5
Konta J.,4
Zhang S.,4
Muchova K.,4
Riske A.,4
Suarez Navarro C.,3
Gauff C.,3
Kvitova P.,3
Martic P.,3
Mertens E.,3
Yastremska D.,3
Pliskova Ka.,3
Barty A.,3
Linette M.,2
Stephens S.,2
Kontaveit A.,2
Sakkari M.,2
Azarenka V.,2
Wang Q.,2
Davis L.,2
Wozniacki C.,2
Bencic B.,2
Hsieh S.W.,2
Hercog P.,2
Golubic V.,2
Goerges J.,2
Bertens K.,2
Dart H.,2
Collins D.,2
Sevastova A.,1
Siegemund L.,1
Siniakova K.,1
Van Uytvanck A.,1
Townsend T.,1
Wickmayer Y.,1
Watson H.,1
Wang Yaf.,1
Tomljanovic A.,1
Rybarikova M.,1
Anisimova A.,1
Putintseva Y.,1
Juvan K.,1
Bouzkova M.,1
Brengle M.,1
Buzarnescu M.,1
Flink V.,1
Flipkens K.,1
Gasparyan M.,1
Haddad Maia B.,1
Jorovic I.,1
Kanepi K.,1
Puig M.,1
Kenin S.,1
Kerber A.,1
Keys M.,1
Kudermetova V.,1
Mladenovic K.,1
Niculescu M.,1
Parmentier P.,1
Potapova A.,1
Zidansek T.,1
