Winner,Clay
Barty A.,7
Vondrousova M.,6
Anisimova A.,5
Konta J.,5
Martic P.,4
Stephens S.,4
Keys M.,4
Halep S.,4
Kenin S.,3
Muguruza G.,3
Kanepi K.,3
Sevastova A.,3
Siniakova K.,3
Bolsova A.,3
Swiatek I.,3
Vekic D.,3
Kudermetova V.,2
Suarez Navarro C.,2
Puig M.,2
Svitolina E.,2
Pliskova Ka.,2
Petkovic A.,2
Osaka N.,2
Tsurenko L.,2
Williams S.,2
Mertens E.,2
Kuzmova V.,2
Alexandrova E.,2
Hercog P.,2
Begu I.,2
Bencic B.,2
Blinkova A.,2
Kucova K.,1
Collins D.,1
Diyas Z.,1
Siegemund L.,1
Davis L.,1
Sorribes Tormo S.,1
Cirstea S.,1
Stosur S.,1
Sabalenka A.,1
Brady J.,1
Bertens K.,1
Wang Q.,1
Azarenka V.,1
Sakkari M.,1
Rogers S.,1
Krunic A.,1
Muchova K.,1
Larsson J.,1
Linette M.,1
Andreescu B.,1
Kozlova K.,1
Minella M.,1
Mladenovic K.,1
Kasatkina D.,1
Garcia C.,1
Nara K.,1
Hsieh S.W.,1
Parry D.,1
Peterson R.,1
Hon P.,1
Potapova A.,1
Zhang S.,1
