,player,pts_won,net_pts,net_efficiency
0,Alexander Zverev,47,58,81.03448275862068
1,Andy Murray,62,80,77.5
2,Rafael Nadal,40,53,75.47169811320755
3,Fernando Gonzalez,52,71,73.23943661971832
4,Novak Djokovic,228,322,70.80745341614907
5,Yevgeny Kafelnikov,39,56,69.64285714285714
6,Roger Federer,112,163,68.71165644171779
7,Juan Martin Del Potro,34,52,65.38461538461539
8,Mardy Fish,37,58,63.793103448275865
9,Marc Rosset,31,54,57.407407407407405
10,Taylor Dent,24,52,46.15384615384615
