Winner,Clay
Djokovic N.,7
Ruud C.,6
Zverev A.,5
Alcaraz C.,5
Rune H.,4
Khachanov K.,4
Etcheverry T.,4
Tsitsipas S.,4
Dimitrov G.,3
Ofner S.,3
Nishioka Y.,3
Musetti L.,3
Jarry N.,3
Sonego L.,3
Cerundolo F.,3
Varillas J.P.,3
Davidovich Fokina A.,2
Rublev A.,2
Altmaier D.,2
Olivieri G.,2
Zhang Zh.,2
Norrie C.,2
Schwartzman D.,2
Seyboth Wild T.,2
Kokkinakis T.,2
Shapovalov D.,2
Coric B.,2
Hurkacz H.,2
Tiafoe F.,2
Giron M.,2
Fritz T.,2
Fognini F.,2
Shevchenko A.,1
Van Assche L.,1
Sinner J.,1
Ruusuvuori E.,1
Purcell M.,1
Vavassori A.,1
Wawrinka S.,1
Zeppieri G.,1
Tirante T.A.,1
Rinderknech A.,1
Albot R.,1
Pouille L.,1
Griekspoor T.,1
Arnaldi M.,1
Bautista Agut R.,1
Borges N.,1
Cachin P.,1
Carballes Baena R.,1
Daniel T.,1
De Minaur A.,1
Fucsovics M.,1
Hanfmann Y.,1
Pella G.,1
Humbert U.,1
Karatsev A.,1
Korda S.,1
Kubler J.,1
Lehecka J.,1
Molcan A.,1
Moutet C.,1
Paul T.,1
Monfils G.,1
