Winner,Hard
Barty A.,7
Collins D.,6
Keys M.,5
Swiatek I.,5
Cornet A.,4
Kanepi K.,4
Pegula J.,4
Krejcikova B.,4
Sakkari M.,3
Mertens E.,3
Azarenka V.,3
Halep S.,3
Sabalenka A.,3
Anisimova A.,3
Cirstea S.,3
Badosa P.,3
Svitolina E.,2
Tauson C.,2
Pavlyuchenkova A.,2
Vondrousova M.,2
Parrizas Diaz N.,2
Wang Q.,2
Ostapenko J.,2
Zhang S.,2
Kudermetova V.,2
Osaka N.,2
Zidansek T.,2
Kovinic D.,2
Kostyuk M.,2
Giorgi C.,2
Kasatkina D.,2
Inglis M.,2
Bencic B.,1
Tan H.,1
Bouzkova M.,1
Teichmann J.,1
Trevisan M.,1
Van Uytvanck A.,1
Wang Xin.,1
Begu I.,1
Bronzetti L.,1
Wang Xiy.,1
Watson H.,1
Zanevska M.,1
Baptiste H.,1
Zheng Q.,1
Brengle M.,1
Kucova K.,1
Stosur S.,1
Sorribes Tormo S.,1
Cristian J.,1
Rybakina E.,1
Ruse E.G.,1
Riske A.,1
Raducanu E.,1
Peterson R.,1
Pera B.,1
Haddad Maia B.,1
Konjuh A.,1
Kontaveit A.,1
Muguruza G.,1
Martincova T.,1
Linette M.,1
Samsonova L.,1
