Winner,Grass
Rybakina E.,7
Jabeur O.,6
Halep S.,5
Maria T.,5
Anisimova A.,4
Niemeier J.,4
Bouzkova M.,4
Tomljanovic A.,4
Garcia C.,3
Tan H.,3
Cornet A.,3
Ostapenko J.,3
Watson H.,3
Martic P.,3
Mertens E.,3
Badosa P.,3
Kvitova P.,2
Krejcikova B.,2
Pegula J.,2
Kerber A.,2
Riske A.,2
Parry D.,2
Juvan K.,2
Zheng Q.,2
Sakkari M.,2
Boulter K.,2
Zhang S.,2
Begu I.,2
Tsurenko L.,2
Frech M.,2
Swiatek I.,2
Gauff C.,2
Raducanu E.,1
Pliskova Ka.,1
Tomova V.,1
Schmiedlova A.,1
Udvardy P.,1
Wang Q.,1
Pattinama Kerkhove L.,1
Wickmayer Y.,1
Sorribes Tormo S.,1
Andreescu B.,1
Minnen G.,1
Liu C.,1
Bara I.,1
Bogdan A.,1
Buzarnescu M.,1
Chwalinska M.,1
Cirstea S.,1
Cocciaretto E.,1
Dart H.,1
Davis L.,1
Flipkens K.,1
Galfi D.,1
Golubic V.,1
Harrison Ca.,1
Hontama M.,1
Kalinina A.,1
Kawa K.,1
Kontaveit A.,1
Kostyuk M.,1
Li A.,1
Linette M.,1
Kucova K.,1
