,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,352,437,80.54919908466819
1,Grigor Dimitrov,149,204,73.0392156862745
2,Andy Murray,84,116,72.41379310344827
3,Roger Federer,288,400,72.0
4,David Goffin,116,171,67.83625730994152
5,Dominic Thiem,130,194,67.0103092783505
6,Novak Djokovic,132,198,66.66666666666666
7,Alexander Zverev,81,123,65.85365853658537
8,Karim Mohamed Maamoun,75,116,64.65517241379311
9,Milos Raonic,75,125,60.0
