Winner,Grass
Kvitova P.,7
Bouchard E.,6
Safarova L.,5
Halep S.,5
Makarova E.,4
Lisicki S.,4
Kerber A.,4
Zahlavova Strycova B.,4
Peng S.,3
Sharapova M.,3
Cornet A.,3
Shvedova Y.,3
Diyas Z.,3
Wozniacki C.,3
Smitkova T.,3
Radwanska A.,3
Jovanovski B.,2
Li N.,2
Larcherde Brito M.,2
Petkovic A.,2
Konjuh A.,2
Keys M.,2
Zvonareva V.,2
Ivanovic A.,2
Williams S.,2
Riske A.,2
Bencic B.,2
Garcia C.,2
Williams V.,2
Flipkens K.,2
Cibulkova D.,2
Davis L.,2
Zheng J.,1
Scheepers C.,1
Watson H.,1
Wickmayer Y.,1
Tsurenko L.,1
Vesnina E.,1
Vekic D.,1
Soler Espinosa S.,1
Suarez Navarro C.,1
Vandeweghe C.,1
Van Uytvanck A.,1
Azarenka V.,1
Pliskova Ka.,1
Pennetta F.,1
Barthel M.,1
Begu I.,1
Broady N.,1
Cetkovska P.,1
Dellacqua C.,1
Doi M.,1
Dominguez Lino L.,1
Duval V.,1
Gajdosova J.,1
Giorgi C.,1
Hercog P.,1
Kanepi K.,1
Kirilenko M.,1
Koukalova K.,1
Bacsinszky T.,1
Meusburger Y.,1
Nara K.,1
Lepchenko V.,1
