Winner,Hard
Pennetta F.,6
Radwanska A.,5
Dellacqua C.,4
Li N.,4
Halep S.,4
Giorgi C.,3
Jankovic J.,3
Cibulkova D.,3
Stephens S.,3
Davis L.,3
Wozniak A.,3
Kleybanova A.,3
Torro Flor M.T.,2
Beck A.,2
Bouchard E.,2
Kvitova P.,2
Pliskova Ka.,2
Lepchenko V.,2
Shvedova Y.,2
Wozniacki C.,2
Cornet A.,2
Sharapova M.,1
Vekic D.,1
Townsend T.,1
Vinci R.,1
Tomljanovic A.,1
Svitolina E.,1
Suarez Navarro C.,1
Stosur S.,1
Watson H.,1
Wickmayer Y.,1
Zahlavova Strycova B.,1
Soler Espinosa S.,1
Vandeweghe C.,1
Peng S.,1
Schiavone F.,1
Kuznetsova S.,1
Errani S.,1
Fichman S.,1
Garcia C.,1
Goerges J.,1
Ivanovic A.,1
Jovanovski B.,1
Keys M.,1
Makarova E.,1
Safarova L.,1
Meusburger Y.,1
Mladenovic K.,1
Nara K.,1
Niculescu M.,1
Pavlyuchenkova A.,1
Rogers S.,1
Rybarikova M.,1
Zheng J.,1
