Winner,Clay
Djokovic N.,7
Murray A.,6
Thiem D.,5
Wawrinka S.,5
Ramos-Vinolas A.,4
Gasquet R.,4
Goffin D.,4
Berdych T.,4
Troicki V.,3
Bautista Agut R.,3
Gulbis E.,3
Raonic M.,3
Granollers M.,3
Nishikori K.,3
Isner J.,3
Ferrer D.,3
Lopez F.,2
Karlovic I.,2
Verdasco F.,2
Martin A.,2
Tsonga J.W.,2
Nadal R.,2
Simon G.,2
Sock J.,2
Almagro N.,2
Kyrgios N.,2
Zverev A.,2
Bedene A.,2
Coric B.,2
Chardy J.,2
Cuevas P.,2
Gabashvili T.,2
Vesely J.,1
Berlocq C.,1
Trungelliti M.,1
Bourgue M.,1
Pouille L.,1
Thompson J.,1
Brown D.,1
Sousa J.,1
Carreno Busta P.,1
Bagnis F.,1
Sijsling I.,1
Robert S.,1
Tomic B.,1
Garcia-Lopez G.,1
Halys Q.,1
Pavlasek A.,1
Jaziri M.,1
Fratangelo B.,1
Kuznetsov An.,1
Baghdatis M.,1
Lajovic D.,1
Estrella Burgos V.,1
Mahut N.,1
Mannarino A.,1
Edmund K.,1
Mathieu P.H.,1
Monaco J.,1
Dodig I.,1
Darcis S.,1
Daniel T.,1
Paire B.,1
Pella G.,1
