Winner,Hard
Wawrinka S.,7
Djokovic N.,6
Monfils G.,5
Nishikori K.,5
Pouille L.,4
Del Potro J.M.,4
Tsonga J.W.,4
Murray A.,4
Marchenko I.,3
Edmund K.,3
Nadal R.,3
Sock J.,3
Dimitrov G.,3
Baghdatis M.,3
Karlovic I.,3
Thiem D.,3
Isner J.,2
Anderson K.,2
Kuznetsov An.,2
Kyrgios N.,2
Sousa J.,2
Lorenzi P.,2
Mahut N.,2
Harrison R.,2
Almagro N.,2
Cilic M.,2
Evans D.,2
Bautista Agut R.,2
Donaldson J.,2
Carreno Busta P.,2
Ferrer D.,2
Youzhny M.,2
Zeballos H.,1
Raonic M.,1
Satral J.,1
Zverev A.,1
Stakhovsky S.,1
Seppi A.,1
Young D.,1
Vesely J.,1
Troicki V.,1
Simon G.,1
Tipsarevic J.,1
Ramos-Vinolas A.,1
Lopez F.,1
Pospisil V.,1
Dzumhur D.,1
Berankis R.,1
Chardy J.,1
Chiudinelli M.,1
Cuevas P.,1
Darcis S.,1
Delbonis F.,1
Duckworth J.,1
Escobedo E.,1
Pella G.,1
Fognini F.,1
Giannessi A.,1
Granollers M.,1
Johnson S.,1
Khachanov K.,1
Mathieu P.H.,1
Paire B.,1
Zverev M.,1
