Winner,Hard
Andreescu B.,7
Williams S.,6
Bencic B.,5
Svitolina E.,5
Mertens E.,4
Konta J.,4
Wang Q.,4
Vekic D.,4
Ahn K.,3
Townsend T.,3
Osaka N.,3
Martic P.,3
Keys M.,3
Goerges J.,3
Pliskova Ka.,3
Barty A.,3
Ferro F.,2
Wozniacki C.,2
Putintseva Y.,2
Ostapenko J.,2
Zhang S.,2
Muchova K.,2
Bertens K.,2
Sakkari M.,2
Yastremska D.,2
Kontaveit A.,2
Kenin S.,2
Sevastova A.,2
Jabeur O.,2
Petkovic A.,2
Cirstea S.,2
Gauff C.,2
Van Uytvanck A.,1
Sasnovich A.,1
Siegemund L.,1
Sabalenka A.,1
Williams V.,1
Riske A.,1
Tomljanovic A.,1
Pliskova Kr.,1
Swiatek I.,1
Mcnally C.,1
Peterson R.,1
Peng S.,1
Babos T.,1
Bogdan A.,1
Bolkvadze M.,1
Bolsova A.,1
Collins D.,1
Cornet A.,1
Davis L.,1
Di Lorenzo F.,1
Flipkens K.,1
Gasparyan M.,1
Halep S.,1
Hsieh S.W.,1
Kalinskaya A.,1
Kanepi K.,1
Kvitova P.,1
Linette M.,1
Alexandrova E.,1
Mladenovic K.,1
Pavlyuchenkova A.,1
Zhu L.,1
