Winner,Hard
Barty A.,6
Pliskova Ka.,5
Kontaveit A.,4
Vondrousova M.,4
Halep S.,4
Andreescu B.,3
Wang Q.,3
Hsieh S.W.,3
Maria T.,3
Wang Yaf.,3
Putintseva Y.,3
Williams V.,3
Kvitova P.,3
Garcia C.,2
Niculescu M.,2
Cornet A.,2
Bertens K.,2
Stosur S.,2
Tomljanovic A.,2
Wozniacki C.,2
Kuzmova V.,2
Sasnovich A.,1
Siniakova K.,1
Sevastova A.,1
Sorribes Tormo S.,1
Vekic D.,1
Stephens S.,1
Townsend T.,1
Rybarikova M.,1
Wang Xiy.,1
Wickmayer Y.,1
Williams S.,1
Sakkari M.,1
Osaka N.,1
Riske A.,1
Kasatkina D.,1
Azarenka V.,1
Collins D.,1
Doi M.,1
Gauff C.,1
Goerges J.,1
Hercog P.,1
Jabeur O.,1
Kerber A.,1
Peterson R.,1
Konta J.,1
Martic P.,1
Mertens E.,1
Muchova K.,1
Anisimova A.,1
Osuigwe W.,1
Parmentier P.,1
Yastremska D.,1
