,player,passed_at_net,net_pts,passing_shot
0,Dustin Brown,15,78,19.230769230769234
1,Stefanos Tsitsipas,7,53,13.20754716981132
2,Novak Djokovic,20,168,11.904761904761903
3,David Goffin,7,59,11.864406779661017
4,Reilly Opelka,10,93,10.75268817204301
5,Brayden Schnur,5,49,10.204081632653061
6,Kei Nishikori,10,111,9.00900900900901
7,Roger Federer,20,228,8.771929824561402
8,Lucas Pouille,4,49,8.16326530612245
9,Milos Raonic,7,102,6.862745098039216
10,Ivo Karlovic,17,249,6.827309236947792
