Winner,Hard
Djokovic N.,7
Del Potro J.M.,6
Nadal R.,5
Nishikori K.,5
Isner J.,4
Millman J.,4
Thiem D.,4
Cilic M.,4
Goffin D.,3
Federer R.,3
Raonic M.,3
Anderson K.,3
Coric B.,3
Sousa J.,3
Basilashvili N.,3
Kohlschreiber P.,3
Schwartzman D.,2
Khachanov K.,2
Shapovalov D.,2
Pouille L.,2
Pella G.,2
Struff J.L.,2
Verdasco F.,2
Wawrinka S.,2
Medvedev D.,2
Lajovic D.,2
Kukushkin M.,2
Kyrgios N.,2
Zverev A.,2
Fritz T.,2
Gasquet R.,2
De Minaur A.,2
Sock J.,1
Sandgren T.,1
Djere L.,1
Seppi A.,1
Simon G.,1
Sonego L.,1
Fognini F.,1
Chung H.,1
Chardy J.,1
Carreno Busta P.,1
Tiafoe F.,1
Tsitsipas S.,1
Carballes Baena R.,1
Benneteau J.,1
Ebden M.,1
Johnson S.,1
Kubler J.,1
Paire B.,1
Norrie C.,1
Haase R.,1
Murray A.,1
Munar J.,1
Monfils G.,1
Herbert P.H.,1
Humbert U.,1
Mahut N.,1
Lorenzi P.,1
Hurkacz H.,1
Baghdatis M.,1
Jarry N.,1
Kudla D.,1
Pospisil V.,1
