,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,32,39,82.05128205128204
1,Andy Murray,38,48,79.16666666666666
2,Stefanos Tsitsipas,45,58,77.58620689655173
3,Carlos Alcaraz,71,95,74.73684210526315
4,Alex De Minaur,37,50,74.0
5,Novak Djokovic,73,100,73.0
6,Karen Khachanov,28,40,70.0
7,John Isner,40,60,66.66666666666666
8,Jannik Sinner,42,66,63.63636363636363
9,Alexander Zverev,31,49,63.26530612244898
