,player,pts_won,net_pts,net_efficiency
0,Hugo Dellien,23,29,79.3103448275862
1,Carlos Alcaraz,106,137,77.37226277372264
2,Dominic Thiem,39,51,76.47058823529412
3,Roberto Carballes Baena,29,38,76.31578947368422
4,Nicolas Jarry,43,58,74.13793103448276
5,Pablo Carreno Busta,24,33,72.72727272727273
6,Casper Ruud,32,45,71.11111111111111
7,Rafael Nadal,46,65,70.76923076923077
8,Albert Ramos,21,31,67.74193548387096
9,Alexandr Dolgopolov,19,29,65.51724137931035
10,Thiago Monteiro,21,35,60.0
