Winner,Hard
Clijsters K.,6
Williams V.,5
Henin J.,5
Bartoli M.,4
Stosur S.,3
Radwanska A.,3
Bacsinszky T.,3
Wozniacki C.,3
Wickmayer Y.,3
Shvedova Y.,3
Azarenka V.,2
Pavlyuchenkova A.,2
Petkovic A.,2
Martic P.,2
Razzano V.,2
Safarova L.,2
Jankovic J.,2
Vinci R.,2
Kuznetsova S.,2
Zvonareva V.,2
Errani S.,2
Hercog P.,2
Hantuchova D.,2
Dulko G.,2
Czink M.,1
Rybarikova M.,1
Dulgheru A.,1
Schiavone F.,1
Schnyder P.,1
Date Krumm K.,1
Kirilenko M.,1
Szavay A.,1
Vesnina E.,1
Cornet A.,1
Cirstea S.,1
Cibulkova D.,1
Baltacha E.,1
Suarez Navarro C.,1
Pironkova T.,1
Koryttseva M.,1
Petrova N.,1
Goerges J.,1
Peng S.,1
Peer S.,1
Paszek T.,1
Parmentier P.,1
Oudin M.,1
Molik A.,1
Makarova E.,1
Kvitova P.,1
Ivanovic A.,1
Kudryavtseva A.,1
Arvidsson S.,1
