,player,passed_at_net,net_pts,passing_shot
0,Karen Khachanov,11,40,27.500000000000004
1,John Isner,10,60,16.666666666666664
2,Alexander Zverev,8,49,16.3265306122449
3,Jannik Sinner,7,66,10.606060606060606
4,Stefanos Tsitsipas,4,58,6.896551724137931
5,Carlos Alcaraz,6,95,6.315789473684211
6,Andy Murray,3,48,6.25
7,Rafael Nadal,2,39,5.128205128205128
8,Novak Djokovic,5,100,5.0
9,Alex De Minaur,2,50,4.0
