Winner,Grass
Krejcikova B.,7
Paolini J.,6
Vekic D.,5
Rybakina E.,5
Navarro E.,4
Sun L.,4
Svitolina E.,4
Ostapenko J.,4
Wang Xin.,3
Putintseva Y.,3
Collins D.,3
Kalinskaya A.,3
Badosa P.,3
Keys M.,3
Gauff C.,3
Raducanu E.,3
Pera B.,2
Andreescu B.,2
Sakkari M.,2
Shnaider D.,2
Swiatek I.,2
Wozniacki C.,2
Yastremska D.,2
Samsonova L.,2
Zhu L.,2
Kartal S.,2
Kostyuk M.,2
Bouzas Maneiro J.,2
Dart H.,2
Haddad Maia B.,2
Kasatkina D.,2
Jabeur O.,2
Burel C.,1
Siniakova K.,1
Snigur D.,1
Starodubtseva Y.,1
Stephens S.,1
Martic P.,1
Bucsa C.,1
Fernandez L.A.,1
Todoni A.,1
Bouzkova M.,1
Volynets K.,1
Wang Y.,1
Boulter K.,1
Avanesyan E.,1
Siegemund L.,1
Galfi D.,1
Saville D.,1
Fruhvirtova B.,1
Mertens E.,1
Garcia C.,1
Rus A.,1
Gracheva V.,1
Pegula J.,1
Pavlyuchenkova A.,1
Osorio M.,1
Osaka N.,1
Andreeva E.,1
Niemeier J.,1
Montgomery R.,1
Miyazaki Y.,1
Minnen G.,1
Noskova L.,1
