Winner,Hard
Djokovic N.,48
Nadal R.,42
Tsonga J.W.,41
Del Potro J.M.,40
Murray A.,40
Roddick A.,33
Monfils G.,32
Verdasco F.,32
Federer R.,32
Simon G.,32
Stepanek R.,31
Querrey S.,30
Cilic M.,27
Davydenko N.,26
Soderling R.,26
Isner J.,24
Youzhny M.,23
Gonzalez F.,21
Ferrer D.,21
Berdych T.,20
Melzer J.,19
Kohlschreiber P.,19
Ljubicic I.,18
Gasquet R.,18
Hewitt L.,18
Safin M.,16
Chardy J.,16
Tipsarevic J.,16
Benneteau J.,16
Baghdatis M.,16
Robredo T.,15
Haas T.,15
Troicki V.,15
Mathieu P.H.,15
Andreev I.,14
Gicquel M.,13
Kunitsyn I.,13
Blake J.,13
Fish M.,13
Llodra M.,13
Gulbis E.,13
Wawrinka S.,12
Serra F.,12
Korolev E.,11
Ginepri R.,11
Clement A.,11
Nieminen J.,10
Garcia-Lopez G.,10
Stakhovsky S.,10
Schuettler R.,10
Lopez F.,10
Mayer L.,10
Dent T.,10
Almagro N.,10
Seppi A.,9
Ferrero J.C.,9
Sela D.,9
Istomin D.,9
Beck A.,9
Petzschner P.,9
Karlovic I.,8
Lu Y.H.,8
Ancic M.,8
Santoro F.,8
Kendrick R.,8
Rochus C.,8
Phau B.,8
Gil F.,8
Hanescu V.,8
Guccione C.,7
Acasuso J.,7
Tursunov D.,7
Bellucci T.,7
Nalbandian D.,7
Chiudinelli M.,7
Rochus O.,6
Monaco J.,6
Devvarman S.,6
Becker B.,6
Bolelli S.,6
Greul S.,6
Odesnik W.,6
Granollers M.,6
Zeballos H.,5
Ball C.,5
De Chaunac S.,5
Dancevic F.,5
Hernych J.,5
Murray A. ,5
Djokovic N. ,5
Kim K.,4
Kiefer N.,4
Koellerer D.,4
Muller G.,4
Montanes A.,4
Koubek S.,4
Kukushkin M.,4
Youzhny M. ,4
Marchenko I.,4
Zverev M.,4
Cuevas P.,4
Federer R. ,4
Berrer M.,4
Gabashvili T.,4
Nishikori K.,3
Golubev A.,3
Ram R.,3
Reynolds B.,3
Davydenko N. ,3
Delic A.,3
Chiudinelli M. ,3
Massu N.,3
Stepanek R. ,3
Levine J.,3
Lapentti N.,3
Beck K.,3
Starace P.,3
Widom T.,3
Vassallo-Arguello M.,3
Vliegen K.,3
Verdasco F. ,3
Johansson J.,3
Garcia-Lopez G. ,2
Kubot L.,2
Dlouhy L.,2
Minar I.,2
Capdeville P.,2
Montanes A. ,2
Russell M.,2
Mayer F.,2
Roger-Vasselin E.,2
Cilic M. ,2
Cipolla F.,2
Simon G. ,2
Robredo T. ,2
Guez D.,2
Bogomolov A.,2
Falla A.,2
Wawrinka S. ,2
Sweeting R.,2
Gasquet R. ,2
Ilhan M.,2
Hrbaty D.,2
Fognini F.,2
Korolev E. ,2
Witten J.,2
Crivoi V.,1
Chela J.I.,1
Cuevas P. ,1
Anderson K.,1
Zeng S.X.,1
Polansky P.,1
Bastl G.,1
Chardy J. ,1
Spadea V.,1
Troicki V. ,1
Berdych T. ,1
Tomic B.,1
Tipsarevic J. ,1
Ascione T.,1
Dabul B.,1
Bopanna R.,1
Schwank E.,1
Brands D.,1
Serra F. ,1
Van der Merwe I.,1
Calleri A.,1
Seppi A. ,1
Canas G.,1
Peya A.,1
Hernandez O.,1
Ouanna J.,1
Monaco J. ,1
Dolgopolov O.,1
Elgin M.,1
Evans B.,1
Malisse X.,1
Daniel M.,1
Lopez F. ,1
Ferrer D. ,1
Lammer M. ,1
Kuznetsov A.,1
Klaasen R.,1
Gonzalez M.,1
Gremelmayr D.,1
Grosjean S.,1
Karanusic R.,1
Junqueira D.,1
Isner J. ,1
Hajek J.,1
Mayer L. ,1
Klein B.,1
Dimitrov G.,1
Hernych J. ,1
Niemeyer F.,1
De Voest R.,1
Darcis S.,1
Navarro-Pastor I.,1
Moya C.,1
Nieminen J. ,1
Devilder N.,1
Monfils G. ,1
Groth S.,0
Jenkins S.,0
Amritraj P.,0
Alves T.,0
Andujar P.,0
Ward J.,0
Norman D.,0
Vinciguerra A.,0
Ramirez-Hidalgo R.,0
Ventura S.,0
Veic A.,0
Goodall J.,0
Riba P.,0
Gaudio G.,0
Gimeno-Traver D.,0
Dodig I.,0
Montcourt M.,0
Martin A.,0
Sidorenko A.,0
Rufin G.,0
Roitman S.,0
Sluiter R.,0
Machado R.,0
Luczak P.,0
Decoud S.,0
Bogdanovic A.,0
Ferreiro F.,0
Lisnard J.R.,0
Copil M.,0
Lacko L.,0
De Bakker T.,0
Mahut N.,0
