,player,pts_won,net_pts,net_efficiency
0,Agnieszka Radwanska,54,72,75.0
1,Bianca Andreescu,94,131,71.7557251908397
2,Caroline Wozniacki,53,76,69.73684210526315
3,Serena Williams,40,61,65.57377049180327
4,Marta Kostyuk,59,91,64.83516483516483
5,Venus Williams,81,127,63.77952755905512
6,Petra Kvitova,44,69,63.76811594202898
7,Coco Gauff,56,88,63.63636363636363
8,Eugenie Bouchard,52,87,59.77011494252874
9,Elina Svitolina,76,131,58.01526717557252
