,player,pts_won,net_pts,net_efficiency
0,Victoria Azarenka,184,235,78.29787234042553
1,Garbine Muguruza,118,160,73.75
2,Coco Gauff,110,152,72.36842105263158
3,Maria Sharapova,136,188,72.3404255319149
4,Serena Williams,221,312,70.83333333333334
5,Caroline Wozniacki,203,288,70.48611111111111
6,Martina Hingis,151,219,68.94977168949772
7,Karolina Muchova,138,218,63.30275229357798
8,Martina Navratilova,386,657,58.75190258751902
9,Helena Sukova,193,343,56.268221574344025
