,player,pts_won,net_pts,net_efficiency
0,Samantha Stosur,37,42,88.09523809523809
1,Caroline Wozniacki,153,214,71.49532710280374
2,Svetlana Kuznetsova,46,67,68.65671641791045
3,Venus Williams,21,31,67.74193548387096
4,Na Li,49,73,67.12328767123287
5,Victoria Azarenka,28,42,66.66666666666666
6,Maria Sharapova,32,50,64.0
7,Gisela Dulko,21,33,63.63636363636363
8,Francesca Schiavone,65,105,61.904761904761905
9,Agnieszka Radwanska,40,66,60.60606060606061
