Winner,Clay
Swiatek I.,24
Sabalenka A.,14
Maria T.,12
Kasatkina D.,12
Muchova K.,11
Grabher J.,11
Zheng Q.,11
Badosa P.,11
Jabeur O.,11
Pera B.,10
Haddad Maia B.,10
Rybakina E.,9
Burel C.,9
Putintseva Y.,9
Sorribes Tormo S.,9
Cocciaretto E.,9
Sherif M.,9
Svitolina E.,9
Osorio M.,9
Pegula J.,8
Stearns P.,8
Tsurenko L.,8
Pavlyuchenkova A.,8
Avanesyan E.,8
Blinkova A.,8
Kudermetova V.,8
Stephens S.,8
Potapova A.,7
Gauff C.,7
Kalinskaya A.,7
Ostapenko J.,7
Shnaider D.,7
Begu I.,7
Andreeva M.,6
Paolini J.,6
Alexandrova E.,6
Navarro E.,6
Rakhimova K.,6
Trevisan M.,6
Keys M.,6
Bondar A.,6
Rus A.,6
Liu C.,6
Schmiedlova A.,5
Siegemund L.,5
Mertens E.,5
Sakkari M.,5
Podoroska N.,5
Kalinina A.,5
Parry D.,5
Cornet A.,5
Vondrousova M.,5
Bronzetti L.,5
Wang Xiy.,5
Timofeeva M.,5
Gracheva V.,4
Krejcikova B.,4
Bogdan A.,4
Samsonova L.,4
Riera J.,4
Linette M.,4
Bencic B.,4
Martic P.,4
Baindl K.,4
Vekic D.,4
Noskova L.,4
Davis L.,4
Zidansek T.,4
Niemeier J.,4
Garcia C.,4
Noha Akugue N.,4
Parks A.,4
Bucsa C.,3
Brancaccio N.,3
Frech M.,3
Jones F.,3
Kenin S.,3
Tauson C.,3
Saville D.,3
Fernandez L.A.,3
Rogers S.,3
Kovinic D.,3
Mcnally C.,3
Wickmayer Y.,3
Giorgi C.,3
Bouzkova M.,3
Andreescu B.,2
Parrizas Diaz N.,2
Pigossi L.,2
Lys E.,2
Azarenka V.,2
Wang Xin.,2
Watson H.,2
Pliskova Ka.,2
Masarova R.,2
Day K.,2
Bouchard E.,2
Danilovic O.,2
Stefanini L.,2
Hunter S.,2
Fruhvirtova L.,2
Townsend T.,2
Jeanjean L.,2
Cirstea S.,2
Juvan K.,2
Kanepi K.,2
Sasnovich A.,2
Friedsam A.L.,2
Teichmann J.,2
Stollar F.,2
Dolehide C.,2
Sramkova R.,2
Korpatsch T.,2
Zanevska M.,1
Zhao C.,1
Tan H.,1
Yastremska D.,1
Zhu L.,1
Stevanovic N.,1
Strycova B.,1
Peterson R.,1
Vickery S.,1
Pigato L.,1
Siskova A.,1
Tomova V.,1
Toth A.,1
Sharma A.,1
Prozorova T.,1
Sebov K.,1
Waltert S.,1
Rosatello C.,1
Routliffe E.,1
Udvardy P.,1
Ruse E.G.,1
Shymanovich I.,1
Marino R.,1
Paquet C.,1
Buyukakcay C.,1
Kontaveit A.,1
Janicijevic S.,1
Jakupovic D.,1
Hruncakova V.,1
Hatouka Y.,1
Errani S.,1
Dodin O.,1
Cristian J.,1
Burrage J.,1
Kraus S.,1
Burillo I.,1
Brengle M.,1
Bolsova A.,1
Bjorklund M.,1
Birrell K.,1
Baptiste H.,1
Babos T.,1
Andreeva E.,1
Kostyuk M.,1
Fett J.,1
Lansere S.,1
Alves C.,1
Martincova T.,1
Krueger A.,0
Bektas E.,0
Minnen G.,0
Von Deichmann K.,0
Volynets K.,0
Ponchet J.,0
Bonaventure Y.,0
Wang Y.,0
Vandeweghe C.,0
Van Uytvanck A.,0
Boulter K.,0
Uchijima M.,0
Brady J.,0
Bartunkova N.,0
Miyazaki Y.,0
Marcinko P.,0
Bai Z.,0
Williams V.,0
Wozniacki C.,0
Back D.,0
You X.,0
Yuan Y.,0
Zakharova A.,0
Montgomery R.,0
Zavatska K.,0
Zhang S.,0
Arango E.,0
Anshba A.,0
Anisimova A.,0
Naef C.,0
Bulgaru M.,0
Mandlik E.,0
Sakatsume H.,0
Tomljanovic A.,0
Korneeva A.,0
Kudermetova P.,0
Kawa K.,0
Kuzmova V.,0
Savinykh V.,0
Jang S.,0
Kvitova P.,0
Hontama M.,0
Hon P.,0
Hibino N.,0
Rodina E.,0
Siniakova K.,0
Hartono A.,0
Snigur D.,0
Han N.L.,0
Golubic V.,0
Galfi D.,0
Gadecki O.,0
Fourlis J.,0
Papamichail D.,0
Li A.,0
Eikeri U.,0
Doi M.,0
Makarova E.,0
Dart H.,0
Raina A.,0
Collins D.,0
Tig P.M.,0
Raducanu E.,0
Zvonareva V.,0
