Winner,Hard
Pegula J.,40
Gauff C.,40
Sabalenka A.,36
Swiatek I.,36
Rybakina E.,32
Samsonova L.,27
Sakkari M.,26
Garcia C.,26
Muchova K.,25
Bencic B.,24
Zheng Q.,24
Ostapenko J.,23
Kasatkina D.,23
Krejcikova B.,23
Zhu L.,23
Fernandez L.A.,22
Wang Xin.,22
Vondrousova M.,22
Kvitova P.,21
Kostyuk M.,20
Mertens E.,20
Kudermetova V.,20
Paolini J.,19
Cirstea S.,19
Haddad Maia B.,18
Jabeur O.,18
Noskova L.,18
Gracheva V.,17
Kalinina A.,17
Kenin S.,17
Collins D.,17
Alexandrova E.,17
Azarenka V.,17
Potapova A.,16
Linette M.,16
Siniakova K.,16
Bouzkova M.,16
Vekic D.,15
Keys M.,14
Pliskova Ka.,14
Putintseva Y.,13
Blinkova A.,13
Giorgi C.,13
Tsurenko L.,13
Stephens S.,12
Martic P.,12
Fruhvirtova L.,12
Trevisan M.,12
Maria T.,11
Masarova R.,11
Wang Xiy.,10
Davis L.,10
Korpatsch T.,10
Kalinskaya A.,9
Hibino N.,9
Shnaider D.,9
Bronzetti L.,9
Sorribes Tormo S.,9
Andreescu B.,9
Sasnovich A.,9
Parrizas Diaz N.,8
Pera B.,8
Parks A.,8
Liu C.,8
Stearns P.,8
Cocciaretto E.,8
Siegemund L.,8
Volynets K.,7
Burel C.,7
Bonaventure Y.,7
Peterson R.,7
Yuan Y.,7
Navarro E.,7
Osorio M.,7
Dolehide C.,7
Schmiedlova A.,6
Bucsa C.,6
Teichmann J.,6
Krueger A.,6
Arango E.,6
Tauson C.,6
Hontama M.,6
Pavlyuchenkova A.,6
Rogers S.,6
Ruse E.G.,6
Townsend T.,6
Podoroska N.,6
Lys E.,6
Birrell K.,6
Baindl K.,5
Andreeva M.,5
Mcnally C.,5
Frech M.,5
Kovinic D.,5
Wickmayer Y.,5
Brady J.,5
Minnen G.,5
Begu I.,5
Badosa P.,5
Raducanu E.,5
Friedsam A.L.,5
Svitolina E.,4
Zanevska M.,4
Zhang S.,4
Yastremska D.,4
Wozniacki C.,4
Sherif M.,4
Marino R.,4
Zvonareva V.,4
Bogdan A.,4
Cristian J.,4
Brengle M.,4
Boulter K.,4
Kanepi K.,4
Juvan K.,4
Andreeva E.,4
Rakhimova K.,3
Niemeier J.,3
Hruncakova V.,3
Baptiste H.,3
Bondar A.,3
Mandlik E.,3
Savinykh V.,3
Saville D.,3
Galfi D.,3
Van Uytvanck A.,3
Martincova T.,3
Bjorklund M.,3
Bektas E.,3
Watson H.,3
Stefanini L.,3
Snigur D.,2
Rodina E.,2
Dart H.,2
Zidansek T.,2
Williams V.,2
Cornet A.,2
Burrage J.,2
Tig P.M.,2
Anisimova A.,2
Golubic V.,2
Bai Z.,2
Uchijima M.,2
Udvardy P.,2
Vickery S.,2
Tomova V.,2
Makarova E.,2
Grabher J.,2
Hartono A.,2
Kontaveit A.,2
Kuzmova V.,2
Kudermetova P.,2
Jang S.,2
Raina A.,1
Tomljanovic A.,1
Papamichail D.,1
Bouchard E.,1
Kawa K.,1
Vandeweghe C.,1
Montgomery R.,1
Von Deichmann K.,1
Miyazaki Y.,1
Bartunkova N.,1
Korneeva A.,1
Wang Y.,1
Lansere S.,1
Back D.,1
You X.,1
Zakharova A.,1
Avanesyan E.,1
Zavatska K.,1
Anshba A.,1
Li A.,1
Marcinko P.,1
Bulgaru M.,1
Sebov K.,1
Gadecki O.,1
Day K.,1
Doi M.,1
Eikeri U.,1
Han N.L.,1
Ponchet J.,1
Hunter S.,1
Errani S.,1
Shymanovich I.,1
Rus A.,1
Sakatsume H.,1
Hon P.,1
Fett J.,0
Waltert S.,0
Kraus S.,0
Sramkova R.,0
Fourlis J.,0
Dodin O.,0
Babos T.,0
Routliffe E.,0
Rosatello C.,0
Zhao C.,0
Alves C.,0
Riera J.,0
Prozorova T.,0
Hatouka Y.,0
Bolsova A.,0
Pigossi L.,0
Sharma A.,0
Parry D.,0
Jakupovic D.,0
Stevanovic N.,0
Stollar F.,0
Strycova B.,0
Burillo I.,0
Tan H.,0
Siskova A.,0
Brancaccio N.,0
Paquet C.,0
Timofeeva M.,0
Danilovic O.,0
Toth A.,0
Jeanjean L.,0
Jones F.,0
Noha Akugue N.,0
Pigato L.,0
Naef C.,0
Buyukakcay C.,0
Janicijevic S.,0
