,player,passed_at_net,net_pts,passing_shot
0,Coco Gauff,8,28,28.57142857142857
1,Kiki Bertens,9,53,16.9811320754717
2,Monica Niculescu,5,42,11.904761904761903
3,Karolina Pliskova,3,31,9.67741935483871
4,Taylor Townsend,3,34,8.823529411764707
5,Andrea Petkovic,3,44,6.8181818181818175
6,Victoria Azarenka,1,21,4.761904761904762
7,Serena Williams,2,46,4.3478260869565215
8,Sloane Stephens,1,25,4.0
9,Elina Svitolina,1,32,3.125
