Winner,Clay
Kuznetsova S.,7
Safina D.,6
Stosur S.,5
Cibulkova D.,5
Azarenka V.,4
Sharapova M.,4
Williams S.,4
Cirstea S.,4
Szavay A.,3
Ivanovic A.,3
Jankovic J.,3
Radwanska A.,3
Li N.,3
Rezai A.,3
Wozniak A.,3
Razzano V.,3
Shvedova Y.,2
Larcherde Brito M.,2
Martinez-Sanchez M.J.,2
Pavlyuchenkova A.,2
Groth J.,2
Govortsova O.,2
Garbin T.,2
Suarez Navarro C.,2
Bondarenko K.,2
Dominguez Lino L.,2
Wozniacki C.,2
Williams V.,2
Dementieva E.,2
Czink M.,2
Benesova I.,2
Dulko G.,2
Rogowska O.,1
Ruano Pascual V.,1
Vesnina E.,1
Wickmayer Y.,1
Voskoboeva G.,1
Rus A.,1
Rybarikova M.,1
Safarova L.,1
Tanasugarn T.,1
Amanmuradova A.,1
Kutuzova V.,1
Petrova N.,1
Dokic J.,1
Bacsinszky T.,1
Bammer S.,1
Barrois K.,1
Bartoli M.,1
Coin J.,1
Cornet A.,1
Craybas J.,1
Diatchenko V.,1
Duque Marino M.,1
Medina Garrigues A.,1
Flipkens K.,1
Glatch A.,1
Groenefeld A.L.,1
Hercog P.,1
Hradecka L.,1
Koryttseva M.,1
Kudryavtseva A.,1
Martic P.,1
Zheng J.,1
