Winner,Hard
Clijsters K.,7
Wozniacki C.,6
Williams S.,5
Wickmayer Y.,5
Li N.,4
Oudin M.,4
Bondarenko K.,4
Pennetta F.,4
Zvonareva V.,3
Kvitova P.,3
Hantuchova D.,3
Petrova N.,3
Dulko G.,3
Schiavone F.,3
Williams V.,3
Kuznetsova S.,3
Safina D.,2
Rybarikova M.,2
Sharapova M.,2
Rodionova An.,2
Shvedova Y.,2
Vesnina E.,2
Peer S.,2
Wozniak A.,2
Martinez-Sanchez M.J.,2
Zheng J.,2
Azarenka V.,2
Kirilenko M.,2
Errani S.,2
King V.,2
Flipkens K.,2
Cirstea S.,2
Larcherde Brito M.,1
Coin J.,1
Craybas J.,1
Cornet A.,1
Stosur S.,1
Suarez Navarro C.,1
Voegele S.,1
Schnyder P.,1
Chang K.C.,1
Chakvetadze A.,1
Bondarenko A.,1
Bartoli M.,1
Zahlavova Strycova B.,1
Barrois K.,1
Sevastova A.,1
Dubois S.,1
Czink M.,1
Dementieva E.,1
Radwanska A.,1
Perry S.,1
Garbin T.,1
Peng S.,1
Jankovic J.,1
Kerber A.,1
Mirza S.,1
Medina Garrigues A.,1
Mchale C.,1
Mauresmo A.,1
Bacsinszky T.,1
Martic P.,1
Lisicki S.,1
Mattek-Sands B.,1
